tv,radio,social_media,influencer,sales,total_budget,tv_share,radio_share,social_media_share,roi,tv_radio,tv_social,radio_social
90.0,29.02101661,6.431995293,Micro,323.0321827,125.453011903,0.7174000738187761,0.2313297717589992,0.05127015442222467,2.5749256857202263,2611.8914949,578.87957637,186.6630422335948
12.0,3.567660711,3.558311365,Nano,40.79219533,19.125972076,0.6274190902462969,0.1865348698002564,0.1860460399534466,2.1328168402581538,42.811928531999996,42.69973638,12.694847654415279
81.0,27.33577511,5.263650376,Micro,290.7775735,113.599425486,0.7130317750593065,0.24063304011488035,0.04633518482581316,2.559674683705469,2214.19778391,426.355680456,143.88596293600295
43.0,16.34871104,2.814013458,Mega,150.6264947,62.162724497999996,0.6917328728309434,0.2629986245298177,0.045268502639239004,2.423099951239206,702.9945747200001,121.002578694,46.00549288751318
47.0,17.37652562,1.905040273,Mega,161.7851523,66.28156589299999,0.7090961018614631,0.26216226768165624,0.028741630456880798,2.4408770390424066,816.69670414,89.536892831,33.10298111091629
43.0,18.23019243,4.079293023,Nano,155.5991953,65.30948545300001,0.6584035948490968,0.2791354472256463,0.06246095792525673,2.3824899893289926,783.89827449,175.409599989,74.3662967876464
75.0,23.62623841,6.199769157,Mega,263.0206872,104.826007567,0.7154713008798262,0.22538527373466155,0.059143425385512184,2.5091167097238647,1771.96788075,464.98268677500005,146.47722419024672
79.0,23.51057067,2.188926056,Macro,281.5789422,104.69949672599999,0.7545403986682389,0.22455285273746334,0.020906748594297923,2.6894011051160627,1857.33508293,172.92515842400002,51.46290073099238
65.0,24.56354623,3.41966808,Macro,231.6700477,92.98321431,0.6990509037824206,0.26417183372588876,0.03677726249169069,2.4915254803692535,1596.63050495,222.27842520000002,83.99917497433535
43.0,12.84212842,2.593697318,Macro,148.7069665,58.435825738,0.7358499594545423,0.2197646436550471,0.04438539689041058,2.544791052782162,552.21152206,111.52898467399999,33.30859404036558
82.0,27.64758545,5.611221835,Macro,294.9524151,115.258807285,0.7114423785181024,0.2398739506442742,0.048683670837623316,2.559044484736618,2267.1020069,460.12019047,155.1367351620683
68.0,21.63920124,3.223647705,Micro,242.8248811,92.86284894500001,0.7322626946355527,0.2330232324965205,0.034714072867926694,2.6148764964535838,1471.4656843199998,219.20804393999998,69.75716141535915
98.0,37.57095206,8.529604366,Mega,351.7730679,144.100556426,0.680080649447915,0.26072732119736003,0.059192029354725006,2.441163841588954,3681.9533018800003,835.9012278679999,320.4653567257527
26.0,10.59953251,0.679275349,Macro,91.92229739,37.278807859000004,0.6974471956919881,0.28433131633636766,0.018221487971644097,2.465805712931556,275.58784526,17.661159074,7.2000011449670955
10.0,6.145248262,1.591116473,Macro,32.56682505,17.736364735,0.5638133940866998,0.34647732801036135,0.0897092779029389,1.8361612166068257,61.45248262,15.91116473,9.77780574034282
53.0,34.85963715,7.781416681,Mega,318.9697838,95.641053831,0.5541553326425308,0.36448403435200327,0.08136063300546591,3.335071823483116,1847.5607689499998,412.41508409299996,271.25736201261725
32.0,0.627618771,2.676075167,Micro,115.2625668,35.303693938,0.9064207291225129,0.017777708250649858,0.0758015626268372,3.2648868699808857,20.083800672,85.634405344,1.6795550074161596
29.0,8.852094414,0.041494349,Macro,101.8731014,37.893588763,0.765300963742873,0.2336040133164518,0.00109502294067528,2.6883994027894973,256.710738006,1.203336121,0.36731189499546646
32.0,11.52414895,2.566791358,Mega,111.8997121,46.090940308,0.6942796086641296,0.25003067572478566,0.05568971561108469,2.427802760200524,368.7727664,82.137323456,29.580085933164778
29.0,14.4341063,0.463277331,Macro,104.3526653,43.897383631,0.6606316277018484,0.3288147289445001,0.010553643353651655,2.377195556281558,418.5890827,13.435042599,6.686994242034285
91.0,40.10852728,7.236170474,Mega,326.3817124,138.344697754,0.6577772872930281,0.28991734364348143,0.052305369063490384,2.359192059390388,3649.87598248,658.491513134,290.2321408591595
83.0,34.28141179,8.697487404,Nano,300.7305325,125.978899194,0.65884049258269,0.27212026783317633,0.06903923958413376,2.387150026107887,2845.35717857,721.891454532,298.1621472348621
72.0,23.92269582,3.373809656,Mega,255.1551652,99.29650547600001,0.7251010461531541,0.24092183008174567,0.03397712376510018,2.569628850248623,1722.43409904,242.914295232,80.71062215506684
47.0,24.16913194,2.087910259,Micro,161.7170871,73.257042199,0.6415765445774656,0.32992230118089483,0.0285011542416396,2.2075295732074687,1135.94920118,98.131782173,50.462978528650574
10.0,3.455868379,2.400118071,Micro,39.62567824,15.85598645,0.6306766237177253,0.21795354012805682,0.15136983615421795,2.4990988964928134,34.55868379,24.00118071,8.294492147435378
49.0,10.06762616,1.729667405,Macro,169.0081129,60.797293565000004,0.8059569287835616,0.16559332775621718,0.02844974346022108,2.7798624410691724,493.31368183999996,84.753702845,17.413644814677316
14.0,5.197856187,0.413965989,Mega,50.98848158,19.611822176,0.7138551366803908,0.2650368813439929,0.021107981975616297,2.599884963386892,72.769986618,5.795523846,2.151735677131224
20.0,10.75005058,2.442173814,Macro,70.47172273,33.192224394,0.6025507589547179,0.32387255678903026,0.0735766842562519,2.123139500790397,215.0010116,48.843476280000004,26.253492025651514
17.0,10.44745162,3.356106421,Nano,58.59009126,30.803558041000002,0.551884297826009,0.33916379419852355,0.10895190797546736,1.9020559632109935,177.60667754000002,57.053809156999996,35.06275946496885
68.0,29.8927411,6.096743741,Mega,237.7721637,103.98948484099999,0.6539122691488669,0.2874592671144205,0.05862846373671267,2.28650198684563,2032.7063948,414.578574388,182.24838220275845
91.0,25.04555745,6.109369688,Macro,322.1004964,122.154927138,0.7449556242393409,0.20503108664381348,0.05001328911684558,2.636819520477622,2279.14572795,555.952641608,153.01256950409257
52.0,17.11323977,2.638642418,Mega,181.0796122,71.75188218800001,0.7247196646877179,0.23850579591990226,0.03677453939237978,2.5236914583724226,889.88846804,137.209405736,45.15572036652656
41.0,3.921540021,2.527850591,Nano,145.9192,47.449390612,0.8640785365456528,0.08264679420368022,0.053274669250666914,3.0752597265832295,160.78314086100002,103.641874231,9.913067259715003
65.0,11.65648785,0.358471532,Micro,228.5646491,77.014959382,0.8439918753653444,0.15135355447222845,0.0046545701624272,2.9677954897866288,757.6717102499999,23.300649579999998,4.178519057328886
82.0,31.60769079,3.952448108,Mega,288.9822393,117.56013889799999,0.6975153378403761,0.268864013655378,0.03362064850424604,2.458165174087901,2591.83064478,324.100744856,124.92775766118453
14.0,18.64944183,4.529927084,Mega,49.81567405,37.179368914,0.3765529219278453,0.5016072723864201,0.12183980568573455,1.339874115809474,261.09218562,63.41897917599999,84.48061164719952
84.0,31.26640836,8.080731556,Nano,299.099052,123.347139916,0.6810048458132423,0.25348304290875795,0.06551211127799977,2.4248559975017487,2626.37830224,678.781450704,252.6554526774342
99.0,30.14056912,6.546158024,Mega,351.3598902,135.686727144,0.7296218435199963,0.22213351117248759,0.048244645307516126,2.589493442694015,2983.91634288,648.069644376,197.30492839281462
15.0,2.234293408,1.07771826,Mega,55.00971238,18.312011668,0.8191344715126139,0.12201244999774648,0.05885307848963959,3.0040234452301466,33.51440112,16.165773899999998,2.40793880399923
64.0,24.69852188,6.741382758,Micro,223.0991462,95.439904638,0.6705790438784449,0.25878611230470705,0.07063484381684804,2.337587689826459,1580.70540032,431.448496512,166.50218954991777
70.0,15.2477262,4.587703384,Macro,247.1394014,89.835429584,0.7792025966163716,0.16972954067907828,0.05106786270455021,2.751023761387082,1067.340834,321.13923688,69.95204508604546
77.0,26.82235002,5.514187222,Nano,274.7071,109.336537242,0.7042476553795742,0.24531918329032823,0.0504331613300975,2.5124913128717177,2065.32095154,424.59241609400004,147.90345974429545
81.0,20.39194685,3.212250256,Macro,289.1757587,104.604197106,0.7743475141625451,0.19494386854607706,0.03070861729137777,2.764475677844605,1651.74769485,260.192270736,65.5040364892509
46.0,17.79013454,4.117631989,Micro,168.0365387,67.907766529,0.6773893819693761,0.26197496176527507,0.060635656265348774,2.4744818934405686,818.34618884,189.41107149400003,73.25322707051781
53.0,6.48229344,0.866844994,Macro,91.17721555,60.349138434,0.878222976753226,0.10741318945405114,0.014363833792722876,1.5108287858941798,343.56155232000003,45.942784682,5.61914361810304
56.0,25.27608704,3.239265214,Mega,198.3215216,84.51535225399999,0.6626015097434513,0.29907095416269436,0.03832753609385436,2.346573921906759,1415.46087424,181.398851984,81.87594949470822
98.0,33.05515873,6.063457718,Mega,349.7452965,137.118616448,0.7147096618872675,0.2410698093831455,0.04422052872958697,2.5506769653895622,3239.40555554,594.2188563640001,200.4285573211336
47.0,18.2339617,0.827545346,Mega,166.1372196,66.06150704599999,0.7114581864938826,0.27601492178044496,0.012526891725672609,2.5148869141649346,856.9961999,38.894631262,15.089430143977246
18.0,8.808702773,2.414186295,Nano,59.28931563,29.222889068,0.6159555257563694,0.30143161932082246,0.08261285492280813,2.028865643367332,158.556649914,43.45535331,21.265849511305095
77.0,22.9553127,2.642504816,Mega,272.6321364,102.597817516,0.7505032939710627,0.2237407505907243,0.02575595543821295,2.657289823513871,1767.5590779,203.472870832,60.65952436253597
22.0,6.041725794,2.136632357,Mega,77.41731834,30.178358151,0.7289992348132763,0.20020061276261975,0.07080015242410395,2.5653257195979915,132.917967468,47.005911854,12.908946823581916
99.0,37.7178052,3.590086383,Nano,349.4239745,140.30789158299999,0.7055911031307598,0.26882169473473844,0.025587202134501913,2.490408561896863,3734.0627148,355.418551917,135.4101788451666
36.0,9.096779889,3.81883449,Mega,127.0926738,48.915614379000004,0.7359613174041045,0.18596883642343343,0.07806984617246199,2.598202545618281,327.48407600400003,137.47804164,34.739096788051576
12.0,1.648197979,1.30572513,Mega,43.06509252,14.953923109000002,0.8024650061747217,0.11021843344961657,0.0873165603756616,2.87985247791473,19.778375748000002,15.668701559999999,2.1520935203955123
94.0,47.11629339,9.322957802,Micro,336.5934202,150.439251192,0.6248369308886769,0.31319149102827715,0.061971578083046,2.237404251437136,4428.93157866,876.358033388,439.2632150616215
97.0,39.23230636,3.698661076,Nano,345.3131637,139.930967436,0.6931989521502074,0.2803690067957518,0.026432041054040813,2.46773941485065,3805.53371692,358.770124372,145.10700445543927
44.0,16.91203429,4.034660177,Macro,154.2065565,64.946694467,0.6774786670991669,0.2603986920164683,0.06212264088436475,2.3743557353539178,744.12950876,177.525047788,68.23431126192148
86.0,31.52189727,6.398283645,Mega,304.7437748,123.920180915,0.6939951133463046,0.2543725891719095,0.05163229748178584,2.4591940759756596,2710.88316522,550.25239347,201.68603976201115
93.0,33.05945096,5.78929841,Micro,335.2090696,131.84874936999998,0.7053536756652818,0.2507376908614208,0.04390863347329754,2.5423757995559066,3074.52893928,538.40475213,191.39102687820096
30.0,10.64510759,1.915517115,Macro,104.1809671,42.560624705,0.7048768717080324,0.2501163379011544,0.04500679039081318,2.447825139365515,319.3532277,57.46551345,20.390885779661403
32.0,0.758066665,2.359200238,Mega,112.269694,35.117266903,0.9112326448521625,0.021586721628819007,0.06718063351901848,3.1969940687613425,24.25813328,75.494407616,1.7884310564878663
29.0,2.172596338,4.208324504,Mega,103.6348659,35.380920841999995,0.8196507979400771,0.061405873173909976,0.11894332888601308,2.9291172596326858,63.005293802,122.04141061600001,9.142990406506067
72.0,25.40659637,3.215455403,Micro,262.4011715,100.62205177300001,0.7155489152857825,0.25249531213412774,0.0319557725800897,2.6077899116186605,1829.2749386399998,231.512789016,81.69377756975669
14.0,8.001265854,4.18783431,Micro,51.44298395,26.189100164,0.5345735406077314,0.3055189297797517,0.15990752961251686,1.9642898621127287,112.017721956,58.62968034000001,33.507975666812655
95.0,38.41522497,7.673636553,Micro,336.7606331,141.088861523,0.6733345139687963,0.2722768087808096,0.054388677250394146,2.3868690232864487,3649.4463721499997,728.995472535,294.7844745215103
20.0,3.934783488,0.328469804,Nano,72.62590273,24.263253292,0.8242917699167049,0.16217048227812728,0.013537747805167658,2.993246695155508,78.69566976,6.56939608,1.2924575610857962
49.0,24.35904434,3.797367287,Nano,174.1981389,77.156411627,0.6350735987682068,0.3157099173787371,0.049216483853056166,2.2577273259172848,1193.59317266,186.070997063,92.50023811929852
29.0,11.21368878,0.55883658,Macro,98.99963768,40.772525359999996,0.7112632770216027,0.27503051824700614,0.01370620473139121,2.428096783456143,325.19697462,16.20626082,6.266619486999573
53.0,7.635819371,1.554145839,Macro,56.18672988,62.18996521,0.8522275228975,0.12278217788377503,0.024990299218725035,0.9034693891574217,404.698426663,82.369729467,11.867176902795247
39.0,13.18725635,2.766352269,Macro,140.4152859,54.953608619,0.709689517760184,0.23997070768234421,0.050339774557471816,2.555160424013573,514.30299765,107.887738491,36.480596525707156
87.0,33.70789822,3.327272719,Nano,309.3616681,124.03517093900001,0.7014139565525833,0.27176080755818366,0.026825235889232895,2.4941447313531966,2932.58714514,289.47272655300003,112.15537016223466
38.0,9.437711713,4.377587812,Mega,133.5654887,51.815299525,0.7333741259503025,0.18214140996032388,0.0844844640893736,2.57772298769704,358.633045094,166.348336856,41.31441176799844
43.0,9.726736048,0.337998227,Macro,152.2546677,53.064734275,0.8103310152682377,0.18329943946562804,0.006369545266134285,2.8692251036434686,418.249650064,14.533923760999999,3.2876195387209863
30.0,8.421994731,3.279480595,Macro,112.3081088,41.701475326,0.7193990084397716,0.201959155285546,0.0786418362746824,2.693144737015533,252.65984193,98.38441784999999,27.619768291506745
93.0,19.95638677,2.261406312,Mega,333.5791129,115.217793082,0.8071669966270948,0.17320577174913537,0.01962723162376984,2.8952048462045545,1855.94396961,210.310787016,45.1294990063913
86.0,25.26070742,6.765663894,Nano,307.6190894,118.026371314,0.7286507162980015,0.21402595995089815,0.05732332375110031,2.6063589516075463,2172.42083812,581.8470948840001,170.9054561283919
63.0,26.03598627,3.290816886,Nano,225.4862319,92.326803156,0.6823587284133735,0.28199813466960716,0.03564313691701933,2.4422618805397946,1640.26713501,207.321463818,85.67966326098015
93.0,28.03820883,2.924281836,Nano,333.9664321,123.96249066600001,0.7502269396197903,0.22618300648334924,0.023590053896860443,2.6940926267755216,2607.55342119,271.958210748,81.99162479554381
94.0,32.14620508,4.61092529,Macro,334.6459156,130.75713037,0.7188900500799511,0.2458466699983147,0.035263279921734184,2.559293819412076,3021.74327752,433.42697726,148.22374998089848
63.0,21.84654391,2.64241023,Macro,222.4683071,87.48895414,0.7200909031234648,0.24970631006791003,0.030202786808625117,2.542815939301386,1376.33226633,166.47184449,57.7275311179282
30.0,17.46901907,4.337634178,Nano,105.1853123,51.806653248,0.5790762019771688,0.3371964405107445,0.08372735751208663,2.030343705015546,524.0705721,130.12902534,75.77421417416578
18.0,7.291955516,2.317959067,Micro,62.31766345,27.609914583000002,0.6519397206351002,0.26410641344358987,0.08395386592130985,2.2570755611236217,131.255199288,41.723263206,16.902454404472863
24.0,3.426021221,0.00317676,Micro,86.11553566,27.429197980999998,0.874980012781439,0.12490417048916923,0.00011581672939181517,3.1395571871861363,82.22450930400001,0.07624223999999999,0.01088364717402396
56.0,14.88018119,2.367556821,Macro,197.225133,73.247738011,0.7645287284037384,0.20314867863585584,0.03232259296040584,2.692576431102646,833.29014664,132.583181976,35.2296744741004
40.0,17.42884965,3.306706147,Macro,143.8359148,60.735555797,0.6585928040848813,0.28696287407418253,0.05444432184093609,2.3682324614061523,697.153986,132.26824588,57.6320842727938
74.0,29.56295098,2.060719698,Micro,263.105633,105.623670678,0.7006005332421497,0.2798894489297234,0.01951001782812705,2.4909722537677474,2187.65837252,152.493257652,60.92095541549441
52.0,14.56589504,1.9982184,Mega,182.9860143,68.56411344,0.7584142402060643,0.2124419657631323,0.029143794030803413,2.668830750070587,757.42654208,103.9073568,29.105839481396735
74.0,20.22086793,4.540904518,Macro,267.7373384,98.761772448,0.7492777637112825,0.20474387436339989,0.045978361925317554,2.7109410024103093,1496.3442268200001,336.026934332,91.8210305412183
53.0,30.47048529,6.806918967,Micro,336.8186903,90.277404257,0.5870793520948011,0.33752061815221446,0.07540002975298439,3.7309301599008204,1614.93572037,360.76670525099996,207.41012425419547
70.0,15.3541893,1.049369556,Micro,250.7513879,86.403558856,0.8101518146568691,0.1777032046282869,0.0121449807148439,2.9020955990701927,1074.793251,73.45586892,16.11221880848095
99.0,33.87824351,8.091610987,Mega,356.5821434,140.969854497,0.7022778050899303,0.24032261103540378,0.0573995838746659,2.529492171729442,3353.9461074899996,801.069487713,274.1295674057774
42.0,15.21523612,1.501445964,Nano,145.2164746,58.716682084,0.7152992728695886,0.25912969840893096,0.02557102872148044,2.4731723497634546,639.03991704,63.060730488,22.844854863681018
85.0,31.79693826,2.16250238,Mega,303.397391,118.95944064000001,0.7145292508328996,0.26729226439644427,0.018178484770656027,2.5504271823045452,2702.7397521000003,183.81270229999998,68.76095466396306
38.0,8.872274678,1.605213404,Macro,132.3443679,48.477488081999994,0.7838689978268417,0.18301844895495592,0.03311255321820245,2.730017027205259,337.146437764,60.99810935199999,14.241894237095384
30.0,15.43267247,3.9865702,Macro,104.5039262,49.41924267,0.6070509861983686,0.3122806347529971,0.08066837904863425,2.1146403820437176,462.9801741,119.597106,61.52343217526239
49.0,21.03218038,5.087016957,Micro,174.5641128,75.119197337,0.6522966397015137,0.2799840936218389,0.06771926667664735,2.3238282488146123,1030.57683862,249.263830893,106.99105823574271
27.0,6.447508155,1.415638249,Mega,96.43343282,34.863146404,0.7744567769965299,0.18493764390296827,0.04060557910050189,2.7660565028329103,174.082720185,38.222232723,9.12733915495742
30.0,4.561312156,1.652759623,Mega,104.1503565,36.214071779,0.8284072606659092,0.1259541369398024,0.04563860239428836,2.8759637175180957,136.83936468,49.582788689999994,7.538752559335876
100.0,36.57380821,5.273156173,Mega,354.7973747,141.846964383,0.704985125589228,0.25783990774203186,0.03717496666874018,2.5012687176160786,3657.380821,527.3156173,192.8594025326796
21.0,1.380311071,5.286680958,Mega,80.94072509,27.666992029,0.759027218354211,0.04989017488974533,0.1910826067560436,2.9255339722207427,28.986532491,111.020300118,7.297264255172285
38.0,18.90360911,4.889993447,Macro,131.1015188,61.79360255700001,0.6149503901305612,0.305915310449214,0.07913429942022468,2.1216034245465556,718.3371461800001,185.819750986,92.4385246725495
39.0,9.722746017,0.903060425,Micro,135.5443199,49.625806442,0.7858814354096416,0.19592116912726504,0.01819739546309336,2.7313272996060425,379.18709466300004,35.219356575,8.780227150279078
14.0,4.828279786,0.28603859,Micro,49.18778559,19.114318376,0.7324352207912601,0.25260015507863487,0.014964624130105051,2.573347614203201,67.595917004,4.00454026,1.3810743421129417
40.0,18.378401,1.320080106,Mega,141.3801238,59.698481105999996,0.6700337974927104,0.3078537453468457,0.022112457160443993,2.368236530992588,735.13604,52.80320424,24.260961540190507
33.0,17.44947546,0.887761603,Macro,119.3308074,51.337237063,0.6428082594219684,0.33989899843239246,0.017292742145638987,2.3244493515215803,575.83269018,29.296132899,15.49097430587876
88.0,26.00963987,1.495600762,Nano,321.0466894,115.505240632,0.7618701932353722,0.22518146992885615,0.012948336835771703,2.7794989010313014,2288.84830856,131.612867056,38.90003720891758
67.0,28.48182095,1.520803886,Mega,240.4027581,97.002624836,0.6907029589485366,0.29361907472249876,0.01567796632896467,2.4783118859561086,1908.28200365,101.893860362,43.31526398111621
65.0,20.06155575,3.529274197,Nano,226.9989318,88.590829947,0.73371025013409,0.22645183211402295,0.03983791775188707,2.562329892786911,1304.00112375,229.402822805,70.80273106015198
95.0,30.73728576,8.980234377,Micro,341.4281402,134.71752013699998,0.7051792513949964,0.22816101223316718,0.06665973637183654,2.5344004243307565,2920.0421472,853.122265815,276.0280302376246
95.0,36.42230623,9.997472195,Nano,335.3014311,141.419778425,0.6717589368193072,0.25754747062707395,0.07069359255361879,2.3709656091550335,3460.1190918499997,949.759858525,364.13099381220024
53.0,9.164463979,1.096681429,Macro,65.25918923,63.261145408000004,0.837797034153884,0.14486718379653402,0.017335782049581947,1.0315840601543602,485.71659088700005,58.124115737,10.050497452508747
77.0,31.6532001,7.776978403,Nano,273.9603772,116.430178503,0.6613405647060481,0.2718642237517862,0.06679521154216572,2.353001435902986,2437.2964077,598.8273370310001,246.16625356353745
70.0,21.43851856,5.708104984,Mega,249.3019048,97.14662354400001,0.7205602978913141,0.2206820759991724,0.058757626109513364,2.5662436398222863,1500.6962991999999,399.56734888,122.3733146419125
34.0,16.19365273,0.792203039,Mega,117.0546557,50.985855769,0.6668516098669153,0.3176106880184197,0.01553770211466508,2.2958260469400735,550.58419282,26.934903326,12.828660905216646
59.0,13.45217597,1.50308216,Macro,208.7495053,73.95525813,0.7977796507219087,0.1818961397762077,0.020324209501883593,2.8226458885865293,793.67838223,88.68184744,20.219725713687694
30.0,12.1555835,0.932529328,Macro,106.0995933,43.088112828,0.6962477126755262,0.2821099069370456,0.021642380387428186,2.4623866383642863,364.667505,27.97587984,11.335438112702889
68.0,22.38968684,1.506105779,Micro,243.0816632,91.89579261899999,0.739968589007421,0.24364213204871799,0.01638927894386107,2.6451881666423698,1522.49870512,102.415192972,33.72123673972425
43.0,8.573864534,3.298362157,Micro,156.9537519,54.872226691,0.7836386928881957,0.1562514417773074,0.06010986533449696,2.8603496042514918,368.676174962,141.829572751,28.27971031819004
18.0,8.477135293,0.608817354,Mega,61.70848657,27.085952647,0.6645511138037692,0.31297165004602173,0.022477236150209093,2.2782468600688017,152.588435274,10.958712372,5.161027078584275
84.0,33.9556193,4.479871088,Nano,299.3466037,122.43549038799999,0.6860755793422535,0.2773347759901489,0.03658964466759776,2.4449332685430174,2852.2720212000004,376.30917139200005,152.11679717720483
61.0,28.38518716,6.157704568,Micro,222.4507601,95.542891728,0.6384567066868797,0.29709365758793943,0.0644496357251809,2.3282816343186745,1731.49641676,375.619978648,174.78759663866694
24.0,11.88643795,1.558209074,Micro,82.54907175,37.444647024,0.640946087290322,0.3174402456613207,0.04161366704835733,2.204562689483773,285.2745108,37.397017776,18.52155547122796
41.0,8.715248318,0.181466489,Nano,144.5920869,49.896714807,0.8216973834567585,0.17466577412381745,0.003636842419424016,2.8978277920556645,357.32518103800004,7.440126049000001,1.5815255130306156
67.0,18.30464111,4.895171905,Micro,234.021177,90.199813015,0.7427953313922954,0.2029343576017833,0.05427031100592132,2.5944751898885072,1226.41095437,327.976517635,89.60436489278
