tv,radio,social_media,sales,total_budget,tv_share,radio_share,social_media_share,roi,tv_radio,tv_social,radio_social,sales_per_tv,sales_per_radio,sales_per_social,influencer_Mega,influencer_Micro,influencer_Nano,influencer_Mega,influencer_Micro,influencer_Nano
64.0,20.24042393,3.921147972,229.6323807,88.16157190199999,0.7259398694835218,0.22958329228180235,0.04447683823467588,2.604676569914819,1295.38713152,250.953470208,79.36569724553976,3.5880059484375,11.345235726987069,58.562538914560506,False,True,False,False,True,False
53.0,22.35166709,3.031815334,276.1653513,78.38348242400001,0.6761628644324188,0.28515787253611746,0.038679263031463594,3.5232595281508154,1184.6383557699999,160.686212702,67.76612702392515,5.210667005660377,12.355469960607758,91.08910697923135,True,False,False,True,False,False
34.0,0.226326491,2.372705624,121.3364193,36.599032115,0.9289863156262322,0.006183947441255988,0.06482973693251178,3.315290385787843,7.695100694,80.671991216,0.5370061380558854,3.5687182147058825,536.1123161671782,51.138421080423086,False,False,True,False,False,True
36.0,3.90019598,0.060401795,123.5261126,39.960597775,0.9008874242247245,0.09760104195538402,0.0015115338198916622,3.0911978167974246,140.40705528,2.17446462,0.2355788380437841,3.4312809055555555,31.671770658047805,2045.0735379635655,False,False,True,False,False,True
60.0,22.35372075,0.940801841,212.7643968,83.294522591,0.7203354810569863,0.2683696364977465,0.011294882445267222,2.554362402012125,1341.2232450000001,56.448110459999995,21.0304216347999,3.54607328,9.51807527612601,226.15219010822491,True,False,False,True,False,False
25.0,9.905842649,1.853224897,89.8199226,36.759067546,0.6801043026653275,0.26948024828442424,0.050415449050248334,2.4434766330130677,247.646066225,46.330622425,18.357754222891234,3.592796904,9.067368196997089,48.46682275065507,False,True,False,False,True,False
100.0,36.11609149,3.67429598,353.8046387,139.79038747,0.7153567695880426,0.258358905384326,0.026284325027631315,2.5309654340569656,3611.6091490000003,367.429598,132.70120977501924,3.538046387,9.79631582775127,96.29181770489812,False,False,False,False,False,False
92.0,40.73698967,4.636563904,329.3505396,137.37355357400003,0.6697067783897843,0.29654171862166984,0.033751502988545665,2.397481400396229,3747.80304964,426.56387916799997,188.87965586154286,3.5798971695652173,8.084803081130564,71.03332261114026,False,False,True,False,False,True
46.0,12.69509229,3.88458384,162.1913335,62.579676129999996,0.7350629284888247,0.2028628633939848,0.06207420811719053,2.591757316913427,583.97424534,178.69085664,49.31515035704259,3.5258985543478265,12.775908185225175,41.75256351269793,False,False,False,False,False,False
78.0,35.56822382,2.832450089,276.4013399,116.400673909,0.6700992131796335,0.3055671640510141,0.024333622769352345,2.3745682101126464,2774.32145796,220.93110694199999,100.74521872453091,3.5436069217948716,7.771018909990653,97.58383421244461,False,False,False,False,False,False
37.0,2.828972458,4.556701242,128.4846619,44.385673700000005,0.833602307133619,0.06373616129206122,0.10266153157431965,2.8947327186789997,104.671980946,168.597945954,12.890782312952393,3.4725584297297294,45.41743117246,28.196858884609753,False,True,False,False,True,False
99.0,37.26381865,6.88653481,349.8615752,143.15035346,0.6915805487526319,0.2603124459655106,0.04810700528185759,2.444014749134103,3689.1180463499995,681.76694619,256.6185842867522,3.533955305050505,9.388774094412357,50.803718394331334,False,False,True,False,False,True
75.0,20.34898797,1.227180495,272.2501078,96.576168465,0.7765891025919155,0.21070403075034647,0.012706866657738037,2.8190195586260574,1526.1740977499999,92.038537125,24.971881129773646,3.6300014373333336,13.379049031891487,221.850093697912,False,True,False,False,True,False
54.0,27.807614,4.060781965,192.4619083,85.868395965,0.6288693225620567,0.32383991441198456,0.047290763025958665,2.2413590720670684,1501.611156,219.28222611,112.92065742088153,3.564109412962963,6.921194615978199,47.39528247486195,False,False,True,False,False,True
53.0,34.11167359,4.624148295,342.9133724,91.73582188500001,0.5777459547529947,0.37184681936749187,0.05040722587951336,3.738053089335986,1807.91870027,245.07985963500002,157.73743727079506,6.47006363018868,10.052669256911706,74.15708807842202,False,False,True,False,False,True
27.0,7.280088955,2.179478014,96.74937343,36.459566968999994,0.7405463708045941,0.19967568350962445,0.05977794568578164,2.653607310044627,196.562401785,58.845906377999995,15.866793817386734,3.5833101270370373,13.289586710826118,44.39107566514778,False,True,False,False,True,False
21.0,9.282685174,3.055758381,76.99292807,33.338443555,0.6299034316150757,0.2784378688430945,0.0916586995418299,2.3094337905421756,194.93638865399998,64.170926001,28.36564301863494,3.6663299080952383,8.294251784564509,25.196013058075618,True,False,False,True,False,False
40.0,13.05041081,1.971184795,139.2887894,55.021595605,0.7269872776347668,0.2371870656694308,0.0358256566958024,2.5315294452737094,522.0164324,78.8473918,25.724771357175637,3.482219735,10.673134465105777,70.66247150105478,False,False,True,False,False,True
67.0,24.13761593,5.573093351,234.8510253,96.71070928099999,0.6927878049712843,0.24958576055797918,0.05762643447073656,2.4283869598931727,1617.2202673099998,373.39725451699996,134.52118684847468,3.5052391835820895,9.729669491016713,42.140156374351754,True,False,False,True,False,False
90.0,29.02101661,6.431995293,323.0321827,125.453011903,0.7174000738187761,0.2313297717589992,0.05127015442222467,2.5749256857202263,2611.8914949,578.87957637,186.6630422335948,3.589246474444445,11.130974046880572,50.22270197423169,False,True,False,False,True,False
12.0,3.567660711,3.558311365,40.79219533,19.125972076,0.6274190902462969,0.1865348698002564,0.1860460399534466,2.1328168402581538,42.811928531999996,42.69973638,12.694847654415279,3.399349610833333,11.433877443622189,11.463919580292266,False,False,True,False,False,True
81.0,27.33577511,5.263650376,290.7775735,113.599425486,0.7130317750593065,0.24063304011488035,0.04633518482581316,2.559674683705469,2214.19778391,426.355680456,143.88596293600295,3.5898465864197533,10.637253647643139,55.24256983819094,False,True,False,False,True,False
43.0,16.34871104,2.814013458,150.6264947,62.162724497999996,0.6917328728309434,0.2629986245298177,0.045268502639239004,2.423099951239206,702.9945747200001,121.002578694,46.00549288751318,3.5029417372093024,9.213355984546167,53.52728298856629,True,False,False,True,False,False
47.0,17.37652562,1.905040273,161.7851523,66.28156589299999,0.7090961018614631,0.26216226768165624,0.028741630456880798,2.4408770390424066,816.69670414,89.536892831,33.10298111091629,3.442237282978723,9.310558154029874,84.92479376576412,True,False,False,True,False,False
43.0,18.23019243,4.079293023,155.5991953,65.30948545300001,0.6584035948490968,0.2791354472256463,0.06246095792525673,2.3824899893289926,783.89827449,175.409599989,74.3662967876464,3.618585937209302,8.535247002875439,38.143667155729105,False,False,True,False,False,True
75.0,23.62623841,6.199769157,263.0206872,104.826007567,0.7154713008798262,0.22538527373466155,0.059143425385512184,2.5091167097238647,1771.96788075,464.98268677500005,146.47722419024672,3.506942496,11.132567217669079,42.42427105580698,True,False,False,True,False,False
79.0,23.51057067,2.188926056,281.5789422,104.69949672599999,0.7545403986682389,0.22455285273746334,0.020906748594297923,2.6894011051160627,1857.33508293,172.92515842400002,51.46290073099238,3.564290407594936,11.976695340675029,128.63794161898358,False,False,False,False,False,False
65.0,24.56354623,3.41966808,231.6700477,92.98321431,0.6990509037824206,0.26417183372588876,0.03677726249169069,2.4915254803692535,1596.63050495,222.27842520000002,83.99917497433535,3.56415458,9.431457719124296,67.74635499127155,False,False,False,False,False,False
43.0,12.84212842,2.593697318,148.7069665,58.435825738,0.7358499594545423,0.2197646436550471,0.04438539689041058,2.544791052782162,552.21152206,111.52898467399999,33.30859404036558,3.4583015465116276,11.57961995368366,57.33397087932679,False,False,False,False,False,False
82.0,27.64758545,5.611221835,294.9524151,115.258807285,0.7114423785181024,0.2398739506442742,0.048683670837623316,2.559044484736618,2267.1020069,460.12019047,155.1367351620683,3.5969806719512194,10.668288398399723,52.564739690067874,False,False,False,False,False,False
68.0,21.63920124,3.223647705,242.8248811,92.86284894500001,0.7322626946355527,0.2330232324965205,0.034714072867926694,2.6148764964535838,1471.4656843199998,219.20804393999998,69.75716141535915,3.5709541338235296,11.221527005864658,75.32612224449012,False,True,False,False,True,False
98.0,37.57095206,8.529604366,351.7730679,144.100556426,0.680080649447915,0.26072732119736003,0.059192029354725006,2.441163841588954,3681.9533018800003,835.9012278679999,320.4653567257527,3.589521101020408,9.362900022821513,41.24142841867421,True,False,False,True,False,False
26.0,10.59953251,0.679275349,91.92229739,37.278807859000004,0.6974471956919881,0.28433131633636766,0.018221487971644097,2.465805712931556,275.58784526,17.661159074,7.2000011449670955,3.5354729765384616,8.6722973209693,135.32405897744422,False,False,False,False,False,False
10.0,6.145248262,1.591116473,32.56682505,17.736364735,0.5638133940866998,0.34647732801036135,0.0897092779029389,1.8361612166068257,61.45248262,15.91116473,9.77780574034282,3.2566825049999997,5.2995133250159325,20.46790766272206,False,False,False,False,False,False
53.0,34.85963715,7.781416681,318.9697838,95.641053831,0.5541553326425308,0.36448403435200327,0.08136063300546591,3.335071823483116,1847.5607689499998,412.41508409299996,271.25736201261725,6.01829780754717,9.150117725766403,40.99122266242769,True,False,False,True,False,False
32.0,0.627618771,2.676075167,115.2625668,35.303693938,0.9064207291225129,0.017777708250649858,0.0758015626268372,3.2648868699808857,20.083800672,85.634405344,1.6795550074161596,3.6019552125,183.6506046757483,43.07149822297947,False,True,False,False,True,False
29.0,8.852094414,0.041494349,101.8731014,37.893588763,0.765300963742873,0.2336040133164518,0.00109502294067528,2.6883994027894973,256.710738006,1.203336121,0.36731189499546646,3.512865565517241,11.50836137026317,2455.107836491181,False,False,False,False,False,False
32.0,11.52414895,2.566791358,111.8997121,46.090940308,0.6942796086641296,0.25003067572478566,0.05568971561108469,2.427802760200524,368.7727664,82.137323456,29.580085933164778,3.496866003125,9.710019593247274,43.595172529796244,True,False,False,True,False,False
29.0,14.4341063,0.463277331,104.3526653,43.897383631,0.6606316277018484,0.3288147289445001,0.010553643353651655,2.377195556281558,418.5890827,13.435042599,6.686994242034285,3.598367768965517,7.229589635210044,225.2488052345475,False,False,False,False,False,False
91.0,40.10852728,7.236170474,326.3817124,138.344697754,0.6577772872930281,0.28991734364348143,0.052305369063490384,2.359192059390388,3649.87598248,658.491513134,290.2321408591595,3.5866122241758243,8.137464388096577,45.104204436961425,True,False,False,True,False,False
83.0,34.28141179,8.697487404,300.7305325,125.978899194,0.65884049258269,0.27212026783317633,0.06903923958413376,2.387150026107887,2845.35717857,721.891454532,298.1621472348621,3.623259427710843,8.772408042650218,34.5767137715765,False,False,True,False,False,True
72.0,23.92269582,3.373809656,255.1551652,99.29650547600001,0.7251010461531541,0.24092183008174567,0.03397712376510018,2.569628850248623,1722.43409904,242.914295232,80.71062215506684,3.543821738888889,10.665819902566483,75.62820408265497,True,False,False,True,False,False
47.0,24.16913194,2.087910259,161.7170871,73.257042199,0.6415765445774656,0.32992230118089483,0.0285011542416396,2.2075295732074687,1135.94920118,98.131782173,50.462978528650574,3.4407890872340423,6.691058971479138,77.45404114133432,False,True,False,False,True,False
10.0,3.455868379,2.400118071,39.62567824,15.85598645,0.6306766237177253,0.21795354012805682,0.15136983615421795,2.4990988964928134,34.55868379,24.00118071,8.294492147435378,3.9625678239999997,11.466200067337692,16.50988704213627,False,True,False,False,True,False
49.0,10.06762616,1.729667405,169.0081129,60.797293565000004,0.8059569287835616,0.16559332775621718,0.02844974346022108,2.7798624410691724,493.31368183999996,84.753702845,17.413644814677316,3.4491451612244894,16.787285325660125,97.7113359547872,False,False,False,False,False,False
14.0,5.197856187,0.413965989,50.98848158,19.611822176,0.7138551366803908,0.2650368813439929,0.021107981975616297,2.599884963386892,72.769986618,5.795523846,2.151735677131224,3.6420343985714285,9.809521415294977,123.17070226752372,True,False,False,True,False,False
20.0,10.75005058,2.442173814,70.47172273,33.192224394,0.6025507589547179,0.32387255678903026,0.0735766842562519,2.123139500790397,215.0010116,48.843476280000004,26.253492025651514,3.5235861364999996,6.555478246875374,28.85614542503648,False,False,False,False,False,False
17.0,10.44745162,3.356106421,58.59009126,30.803558041000002,0.551884297826009,0.33916379419852355,0.10895190797546736,1.9020559632109935,177.60667754000002,57.053809156999996,35.06275946496885,3.4464759564705885,5.60807490583048,17.457757266988647,False,False,True,False,False,True
68.0,29.8927411,6.096743741,237.7721637,103.98948484099999,0.6539122691488669,0.2874592671144205,0.05862846373671267,2.28650198684563,2032.7063948,414.578574388,182.24838220275845,3.4966494661764704,7.954177333707279,38.9998618608497,True,False,False,True,False,False
91.0,25.04555745,6.109369688,322.1004964,122.154927138,0.7449556242393409,0.20503108664381348,0.05001328911684558,2.636819520477622,2279.14572795,555.952641608,153.01256950409257,3.5395658945054946,12.860584039426122,52.72237773279108,False,False,False,False,False,False
52.0,17.11323977,2.638642418,181.0796122,71.75188218800001,0.7247196646877179,0.23850579591990226,0.03677453939237978,2.5236914583724226,889.88846804,137.209405736,45.15572036652656,3.482300234615385,10.581258407740991,68.62605215649195,True,False,False,True,False,False
41.0,3.921540021,2.527850591,145.9192,47.449390612,0.8640785365456528,0.08264679420368022,0.053274669250666914,3.0752597265832295,160.78314086100002,103.641874231,9.913067259715003,3.55900487804878,37.20966743131447,57.7246141522452,False,False,True,False,False,True
65.0,11.65648785,0.358471532,228.5646491,77.014959382,0.8439918753653444,0.15135355447222845,0.0046545701624272,2.9677954897866288,757.6717102499999,23.300649579999998,4.178519057328886,3.516379216923077,19.608363345911265,637.6089276177166,False,True,False,False,True,False
82.0,31.60769079,3.952448108,288.9822393,117.56013889799999,0.6975153378403761,0.268864013655378,0.03362064850424604,2.458165174087901,2591.83064478,324.100744856,124.92775766118453,3.52417365,9.14278240761036,73.11474595076454,True,False,False,True,False,False
14.0,18.64944183,4.529927084,49.81567405,37.179368914,0.3765529219278453,0.5016072723864201,0.12183980568573455,1.339874115809474,261.09218562,63.41897917599999,84.48061164719952,3.558262432142857,2.671161662858196,10.997014549296441,True,False,False,True,False,False
84.0,31.26640836,8.080731556,299.099052,123.347139916,0.6810048458132423,0.25348304290875795,0.06551211127799977,2.4248559975017487,2626.37830224,678.781450704,252.6554526774342,3.5607029999999997,9.566146791028478,37.013858204201426,False,False,True,False,False,True
99.0,30.14056912,6.546158024,351.3598902,135.686727144,0.7296218435199963,0.22213351117248759,0.048244645307516126,2.589493442694015,2983.91634288,648.069644376,197.30492839281462,3.5490898,11.657374112649139,53.67421454108178,True,False,False,True,False,False
15.0,2.234293408,1.07771826,55.00971238,18.312011668,0.8191344715126139,0.12201244999774648,0.05885307848963959,3.0040234452301466,33.51440112,16.165773899999998,2.40793880399923,3.667314158666667,24.62063047898497,51.04275803956408,True,False,False,True,False,False
64.0,24.69852188,6.741382758,223.0991462,95.439904638,0.6705790438784449,0.25878611230470705,0.07063484381684804,2.337587689826459,1580.70540032,431.448496512,166.50218954991777,3.485924159375,9.032894651912667,33.093974071602474,False,True,False,False,True,False
70.0,15.2477262,4.587703384,247.1394014,89.835429584,0.7792025966163716,0.16972954067907828,0.05106786270455021,2.751023761387082,1067.340834,321.13923688,69.95204508604546,3.530562877142857,16.208279067865213,53.86996078733411,False,False,False,False,False,False
77.0,26.82235002,5.514187222,274.7071,109.336537242,0.7042476553795742,0.24531918329032823,0.0504331613300975,2.5124913128717177,2065.32095154,424.59241609400004,147.90345974429545,3.5676246753246756,10.241723778683284,49.81823955922257,False,False,True,False,False,True
81.0,20.39194685,3.212250256,289.1757587,104.604197106,0.7743475141625451,0.19494386854607706,0.03070861729137777,2.764475677844605,1651.74769485,260.192270736,65.5040364892509,3.5700710950617287,14.180880365525276,90.02279886502095,False,False,False,False,False,False
46.0,17.79013454,4.117631989,168.0365387,67.907766529,0.6773893819693761,0.26197496176527507,0.060635656265348774,2.4744818934405686,818.34618884,189.41107149400003,73.25322707051781,3.6529682326086954,9.445490045180962,40.80902303773121,False,True,False,False,True,False
53.0,6.48229344,0.866844994,91.17721555,60.349138434,0.878222976753226,0.10741318945405114,0.014363833792722876,1.5108287858941798,343.56155232000003,45.942784682,5.61914361810304,1.7203248216981133,14.065579781898919,105.18283681753603,False,False,False,False,False,False
56.0,25.27608704,3.239265214,198.3215216,84.51535225399999,0.6626015097434513,0.29907095416269436,0.03832753609385436,2.346573921906759,1415.46087424,181.398851984,81.87594949470822,3.541455742857143,7.846211373071772,61.22423095918815,True,False,False,True,False,False
98.0,33.05515873,6.063457718,349.7452965,137.118616448,0.7147096618872675,0.2410698093831455,0.04422052872958697,2.5506769653895622,3239.40555554,594.2188563640001,200.4285573211336,3.568829556122449,10.580656996893506,57.68083373645782,True,False,False,True,False,False
47.0,18.2339617,0.827545346,166.1372196,66.06150704599999,0.7114581864938826,0.27601492178044496,0.012526891725672609,2.5148869141649346,856.9961999,38.894631262,15.089430143977246,3.5348344595744683,9.111416505827147,200.75905254381072,True,False,False,True,False,False
18.0,8.808702773,2.414186295,59.28931563,29.222889068,0.6159555257563694,0.30143161932082246,0.08261285492280813,2.028865643367332,158.556649914,43.45535331,21.265849511305095,3.293850868333333,6.730765829871189,24.558716016569882,False,False,True,False,False,True
77.0,22.9553127,2.642504816,272.6321364,102.597817516,0.7505032939710627,0.2237407505907243,0.02575595543821295,2.657289823513871,1767.5590779,203.472870832,60.65952436253597,3.540677096103896,11.876646594319753,103.17185980106836,True,False,False,True,False,False
22.0,6.041725794,2.136632357,77.41731834,30.178358151,0.7289992348132763,0.20020061276261975,0.07080015242410395,2.5653257195979915,132.917967468,47.005911854,12.908946823581916,3.518969015454545,12.81377556341313,36.23333611248872,True,False,False,True,False,False
99.0,37.7178052,3.590086383,349.4239745,140.30789158299999,0.7055911031307598,0.26882169473473844,0.025587202134501913,2.490408561896863,3734.0627148,355.418551917,135.4101788451666,3.529535095959596,9.264165097814333,97.33024145452714,False,False,True,False,False,True
36.0,9.096779889,3.81883449,127.0926738,48.915614379000004,0.7359613174041045,0.18596883642343343,0.07806984617246199,2.598202545618281,327.48407600400003,137.47804164,34.739096788051576,3.53035205,13.971171705900336,33.28048757619763,True,False,False,True,False,False
12.0,1.648197979,1.30572513,43.06509252,14.953923109000002,0.8024650061747217,0.11021843344961657,0.0873165603756616,2.87985247791473,19.778375748000002,15.668701559999999,2.1520935203955123,3.58875771,26.128591994833407,32.98174441966971,True,False,False,True,False,False
94.0,47.11629339,9.322957802,336.5934202,150.439251192,0.6248369308886769,0.31319149102827715,0.061971578083046,2.237404251437136,4428.93157866,876.358033388,439.2632150616215,3.580781065957447,7.143885819155691,36.103715939569376,False,True,False,False,True,False
97.0,39.23230636,3.698661076,345.3131637,139.930967436,0.6931989521502074,0.2803690067957518,0.026432041054040813,2.46773941485065,3805.53371692,358.770124372,145.10700445543927,3.5599295226804126,8.801755383213214,93.3616669936805,False,False,True,False,False,True
44.0,16.91203429,4.034660177,154.2065565,64.946694467,0.6774786670991669,0.2603986920164683,0.06212264088436475,2.3743557353539178,744.12950876,177.525047788,68.23431126192148,3.504694465909091,9.118155383068348,38.220457172346386,False,False,False,False,False,False
86.0,31.52189727,6.398283645,304.7437748,123.920180915,0.6939951133463046,0.2543725891719095,0.05163229748178584,2.4591940759756596,2710.88316522,550.25239347,201.68603976201115,3.543532265116279,9.667685044136938,47.628987976821705,True,False,False,True,False,False
93.0,33.05945096,5.78929841,335.2090696,131.84874936999998,0.7053536756652818,0.2507376908614208,0.04390863347329754,2.5423757995559066,3074.52893928,538.40475213,191.39102687820096,3.6043985978494626,10.139583685330509,57.9015013323523,False,True,False,False,True,False
30.0,10.64510759,1.915517115,104.1809671,42.560624705,0.7048768717080324,0.2501163379011544,0.04500679039081318,2.447825139365515,319.3532277,57.46551345,20.390885779661403,3.4726989033333333,9.786746279376967,54.38790720489072,False,False,False,False,False,False
32.0,0.758066665,2.359200238,112.269694,35.117266903,0.9112326448521625,0.021586721628819007,0.06718063351901848,3.1969940687613425,24.25813328,75.494407616,1.7884310564878663,3.5084279375,148.1000275879431,47.588030974079615,True,False,False,True,False,False
29.0,2.172596338,4.208324504,103.6348659,35.380920841999995,0.8196507979400771,0.061405873173909976,0.11894332888601308,2.9291172596326858,63.005293802,122.04141061600001,9.142990406506067,3.5736160655172413,47.70093002890811,24.626158415658146,True,False,False,True,False,False
72.0,25.40659637,3.215455403,262.4011715,100.62205177300001,0.7155489152857825,0.25249531213412774,0.0319557725800897,2.6077899116186605,1829.2749386399998,231.512789016,81.69377756975669,3.6444607152777775,10.328072587079872,81.60622326006491,False,True,False,False,True,False
14.0,8.001265854,4.18783431,51.44298395,26.189100164,0.5345735406077314,0.3055189297797517,0.15990752961251686,1.9642898621127287,112.017721956,58.62968034000001,33.507975666812655,3.6744988535714285,6.429355665551667,12.283911000767361,False,True,False,False,True,False
95.0,38.41522497,7.673636553,336.7606331,141.088861523,0.6733345139687963,0.2722768087808096,0.054388677250394146,2.3868690232864487,3649.4463721499997,728.995472535,294.7844745215103,3.5448487694736843,8.766332446653378,43.88540306464525,False,True,False,False,True,False
20.0,3.934783488,0.328469804,72.62590273,24.263253292,0.8242917699167049,0.16217048227812728,0.013537747805167658,2.993246695155508,78.69566976,6.56939608,1.2924575610857962,3.6312951365000004,18.45740761886617,221.10374179174173,False,False,True,False,False,True
49.0,24.35904434,3.797367287,174.1981389,77.156411627,0.6350735987682068,0.3157099173787371,0.049216483853056166,2.2577273259172848,1193.59317266,186.070997063,92.50023811929852,3.5550640591836737,7.151271473074547,45.873397471020034,False,False,True,False,False,True
29.0,11.21368878,0.55883658,98.99963768,40.772525359999996,0.7112632770216027,0.27503051824700614,0.01370620473139121,2.428096783456143,325.19697462,16.20626082,6.266619486999573,3.4137806096551726,8.82846310632138,177.15310919696773,False,False,False,False,False,False
53.0,7.635819371,1.554145839,56.18672988,62.18996521,0.8522275228975,0.12278217788377503,0.024990299218725035,0.9034693891574217,404.698426663,82.369729467,11.867176902795247,1.0601269788679246,7.358310503440011,36.152803984053904,False,False,False,False,False,False
39.0,13.18725635,2.766352269,140.4152859,54.953608619,0.709689517760184,0.23997070768234421,0.050339774557471816,2.555160424013573,514.30299765,107.887738491,36.480596525707156,3.6003919461538456,10.647801344970441,50.75828103076629,False,False,False,False,False,False
87.0,33.70789822,3.327272719,309.3616681,124.03517093900001,0.7014139565525833,0.27176080755818366,0.026825235889232895,2.4941447313531966,2932.58714514,289.47272655300003,112.15537016223466,3.555881242528735,9.177720487966988,92.97755075303161,False,False,True,False,False,True
38.0,9.437711713,4.377587812,133.5654887,51.815299525,0.7333741259503025,0.18214140996032388,0.0844844640893736,2.57772298769704,358.633045094,166.348336856,41.31441176799844,3.5148812815789476,14.152317082966189,30.511207184437403,True,False,False,True,False,False
43.0,9.726736048,0.337998227,152.2546677,53.064734275,0.8103310152682377,0.18329943946562804,0.006369545266134285,2.8692251036434686,418.249650064,14.533923760999999,3.2876195387209863,3.5408062255813952,15.65321264488373,450.4599596612677,False,False,False,False,False,False
30.0,8.421994731,3.279480595,112.3081088,41.701475326,0.7193990084397716,0.201959155285546,0.0786418362746824,2.693144737015533,252.65984193,98.38441784999999,27.619768291506745,3.743603626666667,13.33509606537891,34.24570005726776,False,False,False,False,False,False
93.0,19.95638677,2.261406312,333.5791129,115.217793082,0.8071669966270948,0.17320577174913537,0.01962723162376984,2.8952048462045545,1855.94396961,210.310787016,45.1294990063913,3.58687218172043,16.715406287948987,147.50958778609794,True,False,False,True,False,False
86.0,25.26070742,6.765663894,307.6190894,118.026371314,0.7286507162980015,0.21402595995089815,0.05732332375110031,2.6063589516075463,2172.42083812,581.8470948840001,170.9054561283919,3.5769661558139534,12.177770174260623,45.4676871656019,False,False,True,False,False,True
63.0,26.03598627,3.290816886,225.4862319,92.326803156,0.6823587284133735,0.28199813466960716,0.03564313691701933,2.4422618805397946,1640.26713501,207.321463818,85.67966326098015,3.5791465380952383,8.660560409029591,68.51983556401382,False,False,True,False,False,True
93.0,28.03820883,2.924281836,333.9664321,123.96249066600001,0.7502269396197903,0.22618300648334924,0.023590053896860443,2.6940926267755216,2607.55342119,271.958210748,81.99162479554381,3.5910369043010757,11.91111864972867,114.20459819865324,False,False,True,False,False,True
94.0,32.14620508,4.61092529,334.6459156,130.75713037,0.7188900500799511,0.2458466699983147,0.035263279921734184,2.559293819412076,3021.74327752,433.42697726,148.22374998089848,3.560062931914894,10.410121965164791,72.57673775928824,False,False,False,False,False,False
63.0,21.84654391,2.64241023,222.4683071,87.48895414,0.7200909031234648,0.24970631006791003,0.030202786808625117,2.542815939301386,1376.33226633,166.47184449,57.7275311179282,3.5312429698412697,10.18322660172201,84.1914342346457,False,False,False,False,False,False
30.0,17.46901907,4.337634178,105.1853123,51.806653248,0.5790762019771688,0.3371964405107445,0.08372735751208663,2.030343705015546,524.0705721,130.12902534,75.77421417416578,3.506177076666667,6.021248925226573,24.249465949315933,False,False,True,False,False,True
