tv,radio,social_media,total_budget,tv_share,radio_share,social_media_share,roi,tv_radio,tv_social,radio_social,sales_per_tv,sales_per_radio,sales_per_social,influencer_Mega,influencer_Micro,influencer_Nano,influencer_Mega,influencer_Micro,influencer_Nano
99.0,32.67209561,1.801486331,133.473581941,0.7417198112189832,0.24478323826240173,0.013496950518615138,2.6175691482861123,3234.53746539,178.347146769,58.8583336465401,3.5290538404040404,10.693416619810142,193.93781911520927,False,True,False,False,True,False
80.0,32.87300062,3.930685527,116.803686147,0.6849098914508421,0.28143804107884585,0.03365206747031208,2.449449371314626,2629.8400496,314.45484216,129.21342776609603,3.576308945,8.703334353540374,72.78748544871827,False,False,False,False,False,False
29.0,9.197032332,3.246667727,41.443700059,0.6997444716257254,0.22191629412689837,0.07833923424737621,2.3914210475634694,266.713937628,94.153364083,29.85970805647995,3.41756333137931,10.776230096001798,30.52647974592073,False,True,False,False,True,False
58.0,13.0236864,2.801238068,73.824924468,0.7856425240928022,0.17641313545326037,0.037944340453937325,2.7480713534348182,755.3738112000001,162.471807944,36.482446129373876,3.4978648293103447,15.577475828963447,72.4237480625299,True,False,False,True,False,False
50.0,23.42542742,1.702195369,75.127622789,0.6655341689757402,0.31180844741742436,0.02265738360683537,2.3560227613899194,1171.2713709999998,85.10976845,39.874654071169616,3.540047786,7.555994011399772,103.98476727379699,True,False,False,True,False,False
66.0,14.56091329,6.555528147,87.116441437,0.7576067032964061,0.16714311385790495,0.0752501828456889,2.693921956967412,961.02027714,432.664857702,95.45447691862138,3.555831733333333,16.117457038987695,35.799540347851085,False,False,True,False,False,True
77.0,27.59973089,5.084562862,109.684293752,0.7020148224147723,0.2516288334992059,0.046356344086021774,2.531989274854004,2125.17927853,391.51134037400004,140.33256668448823,3.6067461740259743,10.06239722071435,54.620124273723654,True,False,False,True,False,False
73.0,20.74650679,1.918559126,95.665065916,0.763078970374605,0.2168660690436021,0.020054960581792902,2.747776210501054,1514.4949956700002,140.054816198,39.80339993457547,3.600906743835617,12.670383258289238,137.01229674795024,False,False,False,False,False,False
78.0,29.99020666,4.661344669,112.651551329,0.6924005846328757,0.2662209823672405,0.04137843299988382,2.4754635680566217,2339.23611948,363.584884182,139.7946899367993,3.5751898871794876,9.29852916191942,59.824971333824365,True,False,False,True,False,False
10.0,2.60914311,2.819618562,15.428761672,0.6481401561959392,0.16910904228529586,0.18275080151876494,2.5126943039346727,26.0914311,28.19618562,7.3567883438704085,3.8767761569999997,14.858426669436309,13.749292933616315,False,True,False,False,True,False
31.0,6.168740958,1.04364922,38.212390178,0.8112551938153195,0.16143300456383192,0.027311801620848612,2.9498191182213986,191.230969698,32.35312582,6.438001689198753,3.6361173903225805,18.27271397315173,108.00529233375941,False,False,True,False,False,True
88.0,25.32678512,5.133571929,118.460357049,0.7428645514178185,0.21379966894345775,0.04333577963872376,2.6309344582769087,2228.75709056,451.75432975200005,130.0168731438469,3.541607219318182,12.305605856539916,60.71044481511929,False,False,False,False,False,False
37.0,12.22871601,1.749290106,50.978006115999996,0.7258032006157092,0.2398821951210423,0.03431460426324847,2.5307941331881025,452.46249236999995,64.723733922,21.391571925376795,3.486887535135135,10.55015413674653,73.75268307840072,True,False,False,True,False,False
63.0,25.08149831,2.684253156,90.765751466,0.6940944021556326,0.2763321837245549,0.02957341411981254,2.4437617506322074,1580.1343935300001,169.107948828,67.32509099582617,3.5207916142857143,8.84356544248253,82.63373788131629,False,True,False,False,True,False
80.0,26.88480845,6.158385471,113.04319392100001,0.7076940877653176,0.23782774988460068,0.054478162350081634,2.482775545922201,2150.784676,492.67083768,165.56701374909804,3.50826096875,10.439385425489242,45.57377559778281,False,False,True,False,False,True
20.0,6.533529151,0.389875207,26.923404358,0.7428481084360795,0.24267098856161673,0.014480903002303747,2.54997332941665,130.67058301999998,7.79750414,2.547261030186659,3.4326981525,10.507944705426478,176.09214901936556,True,False,False,True,False,False
46.0,12.56388433,5.640950375,64.204834705,0.716456949252417,0.19568439647460972,0.08785865427297342,2.638486189994156,577.93867918,259.48371725,70.87224802277012,3.682686297826087,13.483375463390626,30.031033502931674,False,False,False,False,False,False
87.0,28.08387256,3.530834327,118.614706887,0.7334672258043161,0.23676551834971446,0.029767255845969422,2.60360842264027,2443.29691272,307.182586449,99.15950126994136,3.5497270103448275,10.996569267297657,87.46551701348065,True,False,False,True,False,False
56.0,24.40554207,6.450373512,86.855915582,0.6447459522446786,0.28098882967803057,0.07426521807729092,2.269091214793937,1366.71035592,361.220916672,157.42486211432964,3.5193570535714285,8.075378716634258,30.55388879936229,True,False,False,True,False,False
50.0,19.57574792,0.47773224,70.05348015999999,0.713740414977265,0.2794400488782227,0.0068195361445123675,2.5250845282202468,978.7873960000001,23.886612,9.351965903496941,3.537819178,9.03622991177136,370.272181965362,False,True,False,False,True,False
39.0,16.88059995,4.300450043,60.181049993,0.6480445257192473,0.2804969330372846,0.071458541243468,2.236285194685935,658.34339805,167.717551677,72.5941767808433,3.450820284615385,7.972583409276281,31.294862108458638,True,False,False,True,False,False
84.0,31.46617665,3.115435233,118.581611883,0.7083728975018457,0.26535460389125504,0.026272498606899376,2.5349714430985446,2643.1588386000003,261.696559572,98.03083538321191,3.578583330952381,9.553146641983274,96.48764211687273,False,False,False,False,False,False
22.0,0.561491671,0.18288451,22.744376181,0.9672720774983563,0.024687055232099707,0.008040867269544042,3.4882064141322076,12.352816762,4.02345922,0.1026881291199162,3.6062308581818185,141.29698262256147,433.80972439929445,False,True,False,False,True,False
96.0,30.85279773,10.12766664,136.98046437,0.7008298624298204,0.22523502071553095,0.07393511685464875,2.516099837193157,2961.86858208,972.2559974399999,312.4668503207887,3.590172126041667,11.17099742837487,34.03118767147731,True,False,False,True,False,False
93.0,33.78890644,5.026881705,131.815788145,0.7055300530289903,0.2563342898108042,0.0381356571602055,2.4930120467702492,3142.3682989199997,467.499998565,169.85283561519267,3.5335306215053763,9.725628391778162,65.37220628707831,False,False,False,False,False,False
69.0,19.03006896,2.701390218,90.731459178,0.7604859507950105,0.2097405809672495,0.029773468237740148,2.713946280935674,1313.0747582400002,186.395925042,51.407642136409436,3.5687000898550725,12.939538302124996,91.15317904064463,False,True,False,False,True,False
28.0,11.13920205,3.30620113,42.44540318,0.6596709632197209,0.2624360052079496,0.07789303157232962,2.436561046703197,311.8976574,92.57363164,36.82844240500831,3.6936005714285716,9.284400761901972,31.280860399439767,False,True,False,False,True,False
95.0,25.73376486,2.270527985,123.00429284500001,0.77233076832295,0.20921029880174666,0.01845893287530326,2.7369543860085264,2444.7076617000002,215.70015857500002,58.42923327403961,3.5437593557894735,13.082311920992659,148.27262250194198,False,False,True,False,False,True
31.0,20.5097048,1.575745303,53.085450103,0.5839641547703126,0.38635265897163307,0.02968318625805436,2.084230038274599,635.8008488,48.848104393,32.318071004516554,3.569106119354839,5.394631018775073,70.21584610745941,False,False,False,False,False,False
24.0,14.37081327,0.126918813,38.497732083,0.6234133467461588,0.3732898665047837,0.0032967867490574948,2.2681808596345623,344.89951848,3.046051512,1.8239265620730483,3.6383257937500004,6.076191890425977,687.9974448705253,False,True,False,False,True,False
48.0,14.81567322,2.458459238,65.274132458,0.7353602138011582,0.2269761797222353,0.03766360647660651,2.6060935257845967,711.15231456,118.00604342400001,36.42372869489821,3.5439686249999998,11.48179306292772,69.19394528517294,False,False,True,False,False,True
30.0,10.3027251,3.030377184,43.333102284000006,0.6923113836480842,0.23775646231089487,0.06993215404102082,2.4951414392484486,309.081753,90.91131551999999,31.221143076064116,3.6040739733333336,10.494526268588881,35.67945923394334,False,True,False,False,True,False
37.0,1.555588154,0.019312963,38.574901116999996,0.9591729059207896,0.04032643270508478,0.0005006613741256943,3.3825333784847205,57.556761698,0.714579631,0.0300430164614403,3.526510556756757,83.8788147521468,6756.130097696559,False,False,False,False,False,False
48.0,14.11561705,3.328378357,65.443995407,0.733451551994728,0.215690025680953,0.050858422324319016,2.6823875438574354,677.5496184000001,159.762161136,46.98211428492019,3.6572116270833335,12.4363077772785,52.74224840778822,True,False,False,True,False,False
97.0,32.66492942,3.404343568,133.069272988,0.7289436383164679,0.24547311852335496,0.025583243160177172,2.571080861250764,3168.49815374,330.221326096,111.20264237015097,3.527132587628866,10.473981333341575,100.49862893274232,False,True,False,False,True,False
13.0,7.430197108,1.294086175,21.724283283000002,0.5984086945769551,0.3420226578344421,0.0595686475886027,2.064466402217095,96.59256240399999,16.823120274999997,9.61531535498778,3.44992715,6.036051574151592,34.65692920334305,False,True,False,False,True,False
34.0,4.444784543,1.415729265,39.860513808,0.8529744539614089,0.11150846083945692,0.03551708519913417,3.0367398745298178,151.122674462,48.13479501,6.2926115541447505,3.560176814705882,27.233268683547976,85.50081904254483,False,True,False,False,True,False
85.0,32.78584244,3.253216367,121.039058807,0.7022526516463975,0.27086993870530585,0.026877409648296588,2.5038254402096625,2786.7966074,276.523391195,106.65943923169122,3.565419702352941,9.24364457782711,93.15724517255879,False,False,False,False,False,False
53.0,7.635819371,1.554145839,62.18996521,0.8522275228975,0.12278217788377503,0.024990299218725035,0.9034693891574217,404.698426663,82.369729467,11.867176902795247,1.0601269788679246,7.358310503440011,36.152803984053904,False,False,False,False,False,False
63.0,18.44423052,0.952442375,82.39667289500001,0.7645939791802318,0.22384678740006786,0.011559233419700323,2.674187297353494,1161.98652276,60.003869625,17.567066721516287,3.497525968253968,11.946507378611964,231.34642240167022,False,False,False,False,False,False
47.0,11.1915046,1.468351074,59.659855674,0.7877994250744188,0.1875885295659088,0.024612045359672454,2.8607356835155593,526.0007162,69.012500478,16.43305779908594,3.6312995319148933,15.250056547356465,116.23315501453435,False,True,False,False,True,False
35.0,12.14629522,1.992383015,49.138678235,0.7122698708462727,0.24718400364600285,0.0405461255077245,2.502260700053199,425.1203327,69.733405525,24.200072291503687,3.5130795257142857,10.123068900675047,61.71392873473176,True,False,False,True,False,False
64.0,20.24042393,3.921147972,88.16157190199999,0.7259398694835218,0.22958329228180235,0.04447683823467588,2.604676569914819,1295.38713152,250.953470208,79.36569724553976,3.5880059484375,11.345235726987069,58.562538914560506,False,True,False,False,True,False
56.0,22.81045197,2.525908541,81.33636051100001,0.6884989646472626,0.2804459386514484,0.03105509670128889,2.526349817093305,1277.38531032,141.450878296,57.61711545509328,3.6693589196428573,9.00833090770187,81.35056996903357,True,False,False,True,False,False
50.0,15.86048486,2.900916224,68.761401084,0.7271521407616349,0.23065971038932997,0.04218814884903516,2.6837661201022307,793.024243,145.0458112,46.00993785088037,3.6907903720000004,11.635175105233197,63.614218526291374,False,False,True,False,False,True
94.0,27.85248821,8.473494927,130.325983137,0.7212682976746566,0.21371400805563984,0.0650176942697035,2.6056606681648775,2618.13389174,796.5085231380001,236.00791755176235,3.61260945,12.192278324996371,40.07617768412691,False,False,True,False,False,True
46.0,22.8870475,1.144771295,70.03181879499999,0.6568442858046153,0.3268092688981262,0.016346445297258684,2.419569150360234,1052.804185,52.65947957,26.200435005301514,3.683626702173913,7.403612383816654,148.0180618085816,False,False,True,False,False,True
40.0,9.95269779,0.498155859,50.450853649,0.7928508064162924,0.1972751117204788,0.009874081863228771,2.911545176657512,398.1079116,19.92623436,4.957994716944851,3.67224849,14.758806375853997,294.8674334471694,False,False,True,False,False,True
73.0,23.16628697,4.273919017,100.440205987,0.7268005803318286,0.23064754539629698,0.04255187427187449,2.565388123888854,1691.13894881,311.996088241,99.01083443436231,3.529700158904109,11.122546825638324,60.288487118051535,True,False,False,True,False,False
56.0,11.87274594,2.349050432,70.221796372,0.7974731905652196,0.16907493902753673,0.0334518704072437,2.872925821083693,664.87377264,131.546824192,27.889678979383245,3.6025359285714282,16.992026361847678,85.88236729691464,False,False,True,False,False,True
78.0,20.850507,0.903613579,99.75412057899999,0.7819225867289173,0.20901900471858204,0.009058408552500704,2.8037656236817057,1626.339546,70.48185916199999,18.840801254234552,3.585733001282051,13.41392677405878,309.5207737023173,False,False,True,False,False,True
75.0,31.43960904,5.03708252,111.47669155999999,0.6727863820719224,0.2820285442636974,0.04518507366438029,2.317190453763768,2357.970678,377.78118900000004,158.363905131018,3.444169673333333,8.216155778888782,51.2822103815762,False,True,False,False,True,False
56.0,17.73673383,2.094383195,75.831117025,0.7384831214017054,0.23389783146874327,0.027619047129551363,2.6509109503652337,993.25709448,117.28545892,37.14751726773998,3.589670330357143,11.333627737029643,95.98126024879608,False,True,False,False,True,False
43.0,26.13090993,8.160684173,77.291594103,0.5563347541091923,0.33808217094316284,0.10558307494764493,2.0374132805457013,1123.62912699,350.909419439,213.24610309183956,3.6622074488372096,6.026384872239311,19.296779162341934,False,True,False,False,True,False
16.0,16.92417111,6.447476349,39.371647459,0.4063838074508245,0.4298568183519404,0.16375937419723507,1.3881731831749002,270.78673776,103.159621584,109.11819295815408,3.41591657375,3.229385050810917,8.476908207422413,False,False,True,False,False,True
36.0,7.083959569,1.081620709,44.165580278,0.8151143893819168,0.1603954827358784,0.02449012788220475,2.8106322914505872,255.022544484,38.938345524,7.662157371549115,3.4481446138888887,17.523138703842594,114.76592956024845,False,False,True,False,False,True
94.0,27.44276637,2.375615308,123.818381678,0.7591764544658226,0.22163725610117566,0.01918628943300184,2.7136915573150415,2579.62003878,223.307838952,65.1934558824396,3.574520180851064,12.24384205549027,141.43910247946593,False,True,False,False,True,False
56.0,16.13003967,3.866936616,75.996976286,0.7368714222162572,0.21224580842924193,0.05088276935450073,2.584266836629127,903.2822215199999,216.548450496,62.37384101745555,3.5070797410714287,12.17582036486089,50.78864357056739,True,False,False,True,False,False
30.0,5.232195406,2.164882999,37.397078405,0.8022017034354478,0.13990920224667747,0.057889094317874694,2.7086009207194377,156.96586218,64.94648997,11.327090881895302,3.3764587,19.35970527473836,46.78948518085711,False,False,False,False,False,False
47.0,13.83842892,2.524159498,63.362588418,0.741762626393089,0.2184006251245378,0.03983674848237321,2.6322130560660644,650.40615924,118.635496406,34.93040179581588,3.5485921808510636,12.052223085740284,66.07499749209587,True,False,False,True,False,False
70.0,14.86819499,5.769506631,90.637701621,0.7723055499873971,0.1640398501295973,0.06365459988300556,2.71151986761167,1040.7736493,403.86546417,85.78214958580597,3.5109418385714286,16.52964121504301,42.59739080279081,False,True,False,False,True,False
40.0,22.15892791,1.900721502,64.059649412,0.6244180286211024,0.3459108520479831,0.029671119330914517,2.156018842871278,886.3571164,76.02886008,42.11795073980492,3.4528452799999996,6.232874250999808,72.66388634772228,True,False,False,True,False,False
45.0,16.92875024,0.551052977,62.479803217,0.7202327421504433,0.27094756014522614,0.00881969770433056,2.596610316401535,761.7937608,24.797383965,9.328638216641464,3.6052378133333334,9.583442327400064,294.4103532172733,False,True,False,False,True,False
89.0,36.77792785,3.933795213,129.711723063,0.6861369034221632,0.2835358823514914,0.03032721422634549,2.484929817356982,3273.2355786499998,350.107773957,144.67683652038937,3.621623913483146,8.764075279461402,81.93729232137332,False,True,False,False,True,False
87.0,27.02176623,1.799590879,115.82135710899999,0.7511568001929377,0.23330555697572855,0.01553764283133375,2.669118910505133,2350.89366201,156.564406473,48.62812404197822,3.553344534482759,11.44044293288226,171.784030530197,False,True,False,False,True,False
98.0,34.94758415,3.385312582,136.33289673200002,0.7188287078843932,0.2563400689614857,0.02483122315412081,2.575418053283295,3424.8632466999998,331.760633036,118.30849633349877,3.582797994897959,10.046880550969357,103.71692273466994,False,False,False,False,False,False
34.0,13.93985815,1.153340571,49.093198721,0.6925602911560993,0.28394682997172715,0.02349287887217358,2.5355467364719404,473.95517709999996,39.213579414,16.077403958380003,3.661120582352941,8.92965326193079,107.92831096895489,True,False,False,True,False,False
